"date";"stockPrice";"stockVolume"
"2013-07-30";34,822857;10890600
"2013-07-31";34,925713;13120800
"2013-08-01";35,58857;14139300
"2013-08-02";35,168571;13879600
"2013-08-05";36,262856;22962100
"2013-08-06";36,557144;20413400
"2013-08-07";35,601429;16328900
"2013-08-08";35,771427;14800100
"2013-08-09";36,107143;12322800
"2013-08-12";36,657143;17804500
"2013-08-13";37,027142;21940800
"2013-08-14";37,401428;17399900
"2013-08-15";36,201427;16629200
"2013-08-16";36,98143;21354200
"2013-08-19";37,111427;15497300
"2013-08-20";39,041428;30140600
"2013-08-21";38,624287;21258300
"2013-08-22";38,535713;9961700
"2013-08-23";39,765713;22285200
"2013-08-26";40,388573;31017700
"2013-08-27";39,434284;23138500
"2013-08-28";40,48;19355700
"2013-08-29";41,121429;19059600
"2013-08-30";40,558571;15149400
"2013-09-03";41,285713;19969600
"2013-09-04";41,775715;19701500
"2013-09-05";42,158569;19072200
"2013-09-06";41,648571;17698800
"2013-09-09";42,021427;13840400
"2013-09-10";44,722858;36682100
"2013-09-11";44,042858;29940400
"2013-09-12";43,058571;21947800
"2013-09-13";43,664288;15029700
"2013-09-16";43,165714;14055300
"2013-09-17";42,792858;18200700
"2013-09-18";43,845715;13739600
"2013-09-19";43,642857;17449600
"2013-09-20";44,832855;30791600
"2013-09-23";43,148571;32030600
"2013-09-24";43,784286;18780300
"2013-09-25";43,877144;14639100
"2013-09-26";44,787144;12460700
"2013-09-27";44,628571;8299200
"2013-09-30";44,172855;12528600
"2013-10-01";46,374287;29693300
"2013-10-02";47,247143;30583700
"2013-10-03";45,959999;24613400
"2013-10-04";46,751431;16814000
"2013-10-07";45,451427;14634900
"2013-10-08";43,188572;28678300
"2013-10-09";41,204285;41948900
"2013-10-10";43,427143;30695000
"2013-10-11";42,978573;19200300
"2013-10-14";46,337143;45659600
"2013-10-15";45,955715;26848500
"2013-10-16";46,125713;18843300
"2013-10-17";47,157143;19272400
"2013-10-18";47,642857;25454800
"2013-10-21";50,712856;65090200
"2013-10-22";46,074287;181099800
"2013-10-23";47,177143;58376500
"2013-10-24";47,317142;33559400
"2013-10-25";46,861427;24062500
"2013-10-28";44,857143;34260800
"2013-10-29";46,757141;30936500
"2013-10-30";45,44857;21640500
"2013-10-31";46,068569;18489800
"2013-11-01";47,03857;22020600
"2013-11-04";48,228573;21919100
"2013-11-05";48,785713;17289300
"2013-11-06";47,947144;20733300
"2013-11-07";46,694286;20007400
"2013-11-08";47,842857;19448800
"2013-11-11";48,272858;16815400
"2013-11-12";47,675713;12231800
"2013-11-13";47,897144;11967900
"2013-11-14";48,938572;20104700
"2013-11-15";49,965714;20152300
"2013-11-18";48,824287;20247500
"2013-11-19";48,184284;17057600
"2013-11-20";48,502857;19481700
"2013-11-21";49,785713;15989400
"2013-11-22";49,692856;14202300
"2013-11-25";50,034286;13984600
"2013-11-26";50,742859;14683200
"2013-11-27";51,784286;16832900
"2013-11-29";52,257141;8388100
"2013-12-02";51,988571;11675300
"2013-12-03";51,848572;13400800
"2013-12-04";50,895714;19395600
"2013-12-05";51,151428;13793500
"2013-12-06";50,634285;12075700
"2013-12-09";50,810001;11718700
"2013-12-10";51,871429;14089600
"2013-12-11";51,997143;20066900
"2013-12-12";53,332855;21318500
"2013-12-13";52,709999;17854900
"2013-12-16";52,330002;13911100
"2013-12-17";53,552856;18448500
"2013-12-18";53,748569;19881400
"2013-12-19";53,82;13849500
"2013-12-20";53,667145;18817400
"2013-12-23";54,368572;12624500
"2013-12-24";54,055714;5577600
"2013-12-26";53,847141;12268900
"2013-12-27";52,5;16948400
"2013-12-30";52,427143;15075200
"2013-12-31";52,595715;10516800
"2014-01-02";51,831429;12325600
"2014-01-03";51,871429;10817100
"2014-01-06";51,367142;15501500
"2014-01-07";48,5;36167600
"2014-01-08";48,712856;20001100
"2014-01-09";48,150002;17007200
"2014-01-10";47,44857;16237900
"2014-01-13";48,115715;27237000
"2014-01-14";48,279999;19740000
"2014-01-15";47,197144;40432000
"2014-01-16";47,382858;21135800
"2014-01-17";47,148571;16417100
"2014-01-21";46,958572;25220300
"2014-01-22";47,675713;48342000
"2014-01-23";55,531429;91280000
"2014-01-24";55,154285;35466900
"2014-01-27";54,46143;32526900
"2014-01-28";58,110001;43590400
"2014-01-29";57,202858;28968100
"2014-01-30";57,810001;18379200
"2014-01-31";58,475716;23625000
"2014-02-03";57,76857;20145300
"2014-02-04";57,987144;18066300
"2014-02-05";57,774284;16762900
"2014-02-06";58,272858;12852000
"2014-02-07";61,425713;32921000
"2014-02-10";61,491428;13812400
"2014-02-11";61,998569;13667500
"2014-02-12";61,275715;15673000
"2014-02-13";62,364285;18700500
"2014-02-14";62,215714;11985400
"2014-02-18";62,407143;15507800
"2014-02-19";61,175713;16031400
"2014-02-20";62,135715;11965100
"2014-02-21";61,747143;13483400
"2014-02-24";63,857143;26043500
"2014-02-25";64,718575;18700500
"2014-02-26";64,112854;15010100
"2014-02-27";64,604286;10304700
"2014-02-28";63,66143;15751400
"2014-03-03";63,655712;13528200
"2014-03-04";64,997147;12387900
"2014-03-05";64,785713;10868900
"2014-03-06";64,358574;11809000
"2014-03-07";64,052856;11573800
"2014-03-10";62,849998;15439200
"2014-03-11";62,497143;10448200
"2014-03-12";62,368572;12134500
"2014-03-13";61,437141;11390400
"2014-03-14";60,64143;14989100
"2014-03-17";60,388573;10695300
"2014-03-18";60,035713;14688100
"2014-03-19";60,012856;10531500
"2014-03-20";60,610001;14494900
"2014-03-21";57,998569;26770800
"2014-03-24";54,128571;42483700
"2014-03-25";52,977142;30356900
"2014-03-26";53,182858;27152300
"2014-03-27";52,025715;28672000
"2014-03-28";51,267143;24699500
"2014-03-31";50,290001;22125600
"2014-04-01";52,098572;21338800
"2014-04-02";51,84;24194100
"2014-04-03";50,669998;21983500
"2014-04-04";48,187141;34958000
"2014-04-07";48,285713;37351300
"2014-04-08";49,841431;25761400
"2014-04-09";50,432858;20511400
"2014-04-10";47,818569;24871000
"2014-04-11";46,672855;30146200
"2014-04-14";47,368572;17994200
"2014-04-15";46,610001;30799300
"2014-04-16";47,344288;16114700
"2014-04-17";49,39143;32116000
"2014-04-21";49,784286;47892600
"2014-04-22";53,271427;64702400
"2014-04-23";50,5;40285000
"2014-04-24";49,152859;30639000
"2014-04-25";46,011429;33071500
"2014-04-28";44,887142;47123300
"2014-04-29";45,695713;23132900
"2014-04-30";46,005714;23618700
"2014-05-01";48,074287;37001300
"2014-05-02";48,664288;26194700
"2014-05-05";49,197144;20330800
"2014-05-06";46,598572;22722700
"2014-05-07";45,791428;25680900
"2014-05-08";45,951427;21168700
"2014-05-09";46,935715;17968300
"2014-05-12";49,349998;21395500
"2014-05-13";49,591431;20832000
"2014-05-14";50,26857;19891900
"2014-05-15";49,169998;23370200
"2014-05-16";49,982857;19072200
"2014-05-19";52,07143;25393200
"2014-05-20";53,095715;28828100
"2014-05-21";55,799999;39939900
"2014-05-22";55,971428;33222700
"2014-05-23";57,478573;22122100
"2014-05-27";56,972858;26735100
"2014-05-28";57,32;19873700
"2014-05-29";59,314285;22844500
"2014-05-30";59,689999;29248800
"2014-06-02";60,294285;20480600
"2014-06-03";59,652859;17133200
"2014-06-04";60,458572;17432800
"2014-06-05";61,192856;18930800
"2014-06-06";61,447144;15730400
"2014-06-09";60,441429;16678900
"2014-06-10";61,184284;22920100
"2014-06-11";61,42857;13745900
"2014-06-12";60,349998;15803200
"2014-06-13";61,101429;15778700
"2014-06-16";61,465714;12506200
"2014-06-17";63,378571;28996100
"2014-06-18";64,097145;18786600
"2014-06-19";63,055714;17308200
"2014-06-20";62,882858;13222300
"2014-06-23";62,78857;10672900
"2014-06-24";62,337143;20367200
"2014-06-25";63,458572;15752100
"2014-06-26";62,80143;14237300
"2014-06-27";63,154285;15587600
"2014-06-30";62,942856;10588900
"2014-07-01";67,585716;37995300
"2014-07-02";66,677139;17309600
"2014-07-03";67,478569;11359600
"2014-07-07";65,802856;18296600
"2014-07-08";63,578571;26182800
"2014-07-09";63,285713;21011200
"2014-07-10";62,650002;24388700
"2014-07-11";62,851429;14219100
"2014-07-14";64,654289;17433500
"2014-07-15";64,155716;13505800
"2014-07-16";63,491428;13438600
"2014-07-17";62,765713;13266400
"2014-07-18";63,452858;11760700
"2014-07-21";64,564285;34671000
"2014-07-22";61,584286;57174600
"2014-07-23";61,128571;17267600
"2014-07-24";60,76857;18621400
"2014-07-25";60,265713;11610200
"2014-07-28";60,665714;11960900
"2014-07-29";60,611427;9282000
"2014-07-30";62,05143;15263500
"2014-07-31";60,388573;13820100
"2014-08-01";60,771427;18947600
"2014-08-04";60,385715;10686900
"2014-08-05";60,407143;10653300
"2014-08-06";61,471428;15835400
"2014-08-07";64,238571;27313300
"2014-08-08";63,692856;15495200
"2014-08-11";64,505714;13246800
"2014-08-12";63,772858;10845100
"2014-08-13";64,504288;9058000
"2014-08-14";64,410004;6676600
"2014-08-15";65,58429;22036700
"2014-08-18";66,571426;13496000
"2014-08-19";66,878571;10897600
"2014-08-20";67,455711;12163900
"2014-08-21";67,435715;11746700
"2014-08-22";68,455711;13735400
"2014-08-25";68,704285;13484800
"2014-08-26";68,480003;10137400
"2014-08-27";67,814285;10394300
"2014-08-28";67,887146;7584500
"2014-08-29";68,234283;9838500
"2014-09-02";68,085716;8806700
"2014-09-03";68,19857;16219000
"2014-09-04";67,524284;11958800
"2014-09-05";67,954285;11953200
"2014-09-08";68,475716;7668500
"2014-09-09";68,43;19737900
"2014-09-10";69,19857;9104900
"2014-09-11";68,794289;7865200
"2014-09-12";68,078568;13425300
"2014-09-15";65,39286;20617100
"2014-09-16";65,272858;26838700
"2014-09-17";64,932854;12133100
"2014-09-18";65,572861;10630200
"2014-09-19";65,360001;11960900
"2014-09-22";63,254288;16169300
"2014-09-23";63,414288;11471600
"2014-09-24";64,365715;9551500
"2014-09-25";63,355713;9839900
"2014-09-26";64,10714;10404800
"2014-09-29";64,222855;9516500
"2014-09-30";64,454285;12472600
"2014-10-01";62,685715;15416100
"2014-10-02";64,28286;18450600
"2014-10-03";65,648567;15290100
"2014-10-06";66,211426;13709500
"2014-10-07";65,178574;13759200
"2014-10-08";66,694283;14332500
"2014-10-09";65,945717;14928200
"2014-10-10";64,582855;19110700
"2014-10-13";62,654285;20216700
"2014-10-14";64,160004;16747500
"2014-10-15";64,08429;59927700
"2014-10-16";51,671429;92304800
"2014-10-17";51,012856;79160900
"2014-10-20";51,317142;33529300
"2014-10-21";52,284286;19365500
"2014-10-22";53,521427;32150300
"2014-10-23";54,720001;19916400
"2014-10-24";55,002857;14657300
"2014-10-27";54,200001;14944300
"2014-10-28";55,174286;11736900
"2014-10-29";54,014286;12507600
"2014-10-30";54,144287;10593800
"2014-10-31";56,110001;20470100
"2014-11-03";55,487144;17581200
"2014-11-04";54,682858;11389700
"2014-11-05";54,34;13645800
"2014-11-06";54,757141;9991800
"2014-11-07";54,880001;9303700
"2014-11-10";55,324287;9711100
"2014-11-11";54,650002;14838600
"2014-11-12";54,837143;10958500
"2014-11-13";54,201427;10490200
"2014-11-14";55,148571;10988600
"2014-11-17";54,44857;9225300
"2014-11-18";54,432858;7921200
"2014-11-19";51,871429;24515400
"2014-11-20";52,591431;15425200
"2014-11-21";51,468571;17878000
"2014-11-24";50,924286;17864000
"2014-11-25";49,855713;28100800
"2014-11-26";50,165714;10063200
"2014-11-28";49,512856;6702500
"2014-12-01";48,830002;11964400
"2014-12-02";50,330002;14271600
"2014-12-03";50,73143;13819400
"2014-12-04";50,085712;11853800
"2014-12-05";50,131428;9930200
"2014-12-08";48,497143;13621300
"2014-12-09";49,111427;17976700
"2014-12-10";47,759998;12644800
"2014-12-11";47,804287;11769100
"2014-12-12";47,782856;13521200
"2014-12-15";46,720001;12019000
"2014-12-16";45,205715;16947700
"2014-12-17";47,664288;20192900
"2014-12-18";47,774284;15639400
"2014-12-19";48,58857;15047900
"2014-12-22";48,097141;7994000
"2014-12-23";48,061428;8291500
"2014-12-24";48,871429;5411000
"2014-12-26";48,578571;8847300
"2014-12-29";48,847141;8588300
"2014-12-30";49,032856;7011200
"2014-12-31";48,80143;8627500
"2015-01-02";49,848572;13475000
"2015-01-05";47,311428;18165000
"2015-01-06";46,501431;16037700
"2015-01-07";46,742859;9849700
"2015-01-08";47,779999;9601900
"2015-01-09";47,041428;9578100
"2015-01-12";45,547142;12944400
"2015-01-13";46,255714;18721500
"2015-01-14";46,32;19884900
"2015-01-15";46,251431;11669000
"2015-01-16";48,191429;19696600
"2015-01-20";49,828571;40551000
"2015-01-21";58,468571;66902500
"2015-01-22";61,205715;33319300
"2015-01-23";62,494286;26784100
"2015-01-26";63,794285;21268800
"2015-01-27";64,881432;24612700
"2015-01-28";63,208572;24532900
"2015-01-29";63,400002;15127700
"2015-01-30";63,114285;13215300
"2015-02-02";63,009998;12990600
"2015-02-03";65,274284;16440200
"2015-02-04";64,101433;12450900
"2015-02-05";64,129997;14248500
"2015-02-06";63,48;8898400
"2015-02-09";63,295715;8173200
"2015-02-10";64,849998;15418900
"2015-02-11";64,984283;13953100
"2015-02-12";65,247147;8464400
"2015-02-13";66,585716;12968900
"2015-02-17";67,137146;11170600
"2015-02-18";67,865715;10316600
"2015-02-19";67,800003;10432100
"2015-02-20";68,314285;9422000
"2015-02-23";67,405716;9031400
"2015-02-24";67,839996;6075300
"2015-02-25";68,332855;6854400
"2015-02-26";69,004288;10852800
"2015-02-27";67,844284;11516400
"2015-03-02";68,60714;10187100
"2015-03-03";67,815712;7426300
"2015-03-04";67,110001;17453800
"2015-03-05";66,807144;11244800
"2015-03-06";64,874283;12888400
"2015-03-09";63,66143;18970700
"2015-03-10";62,151428;17947300
"2015-03-11";62,884285;16363200
"2015-03-12";64,045715;14654500
"2015-03-13";62,628571;10161200
"2015-03-16";60,281429;26796000
"2015-03-17";59,78857;18428200
"2015-03-18";60,445713;14634900
"2015-03-19";60,744286;11449900
"2015-03-20";61,185715;13641600
"2015-03-23";60,714287;7664300
"2015-03-24";62,611427;16888900
"2015-03-25";60,25;21652400
"2015-03-26";59,751431;16039100
"2015-03-27";59,252857;15852200
"2015-03-30";60,367142;13272700
"2015-03-31";59,527142;14248500
"2015-04-01";59,017143;14639800
"2015-04-02";59,154285;9864400
"2015-04-06";60,330002;10730300
"2015-04-07";60,494286;9977100
"2015-04-08";63,049999;22327900
"2015-04-09";62,785713;13455400
"2015-04-10";64,938568;22367100
"2015-04-13";67,811432;44436700
"2015-04-14";68,387146;28641900
"2015-04-15";67,922859;42528500
"2015-04-16";80,292854;104500900
"2015-04-17";81,650002;58306500
"2015-04-20";81,055717;30766400
"2015-04-21";80,062859;15925700
"2015-04-22";79,668571;12089700
"2015-04-23";79,865715;12687500
"2015-04-24";79,771431;11045300
"2015-04-27";80,868568;15246700
"2015-04-28";80,437141;8826300
"2015-04-29";80,407143;9534700
"2015-04-30";79,5;10565100
"2015-05-01";79,575714;8906100
"2015-05-04";79,271431;7967400
"2015-05-05";80,792854;27116600
"2015-05-06";80,077141;11504500
"2015-05-07";80,748573;10220700
"2015-05-08";82,085716;13828500
"2015-05-11";84,278572;23882600
"2015-05-12";83,377144;11907000
"2015-05-13";82,872856;11155900
"2015-05-14";83,835716;8898400
"2015-05-15";87,60714;37053100
"2015-05-18";88,267143;14812000
"2015-05-19";88,068573;19101600
"2015-05-20";88,790001;12756800
"2015-05-21";89,002853;12767300
"2015-05-22";88,83857;7466200
"2015-05-26";87,992859;9646000
"2015-05-27";89,85714;10506300
"2015-05-28";89,507141;7821800
"2015-05-29";89,151428;12712000
"2015-06-01";89,002853;9926000
"2015-06-02";89,129997;7529200
"2015-06-03";88,808571;6237700
"2015-06-04";89,348572;10074400
"2015-06-05";90,459999;11624200
"2015-06-08";89,604286;11148900
"2015-06-09";92,449997;22024800
"2015-06-10";95,871429;57121400
"2015-06-11";95,094284;26623100
"2015-06-12";94,418571;10278800
"2015-06-15";93,431427;19054000
"2015-06-16";95,272858;16043300
"2015-06-17";94,271431;9905000
"2015-06-18";94,742859;8962800
"2015-06-19";93,871429;19814900
"2015-06-22";96,414284;16732800
"2015-06-23";97,312859;15626100
"2015-06-24";96,944283;77138600
"2015-06-25";94,891426;41623400
"2015-06-26";93,08857;30314900
"2015-06-29";92,23143;24575600
"2015-06-30";93,848572;16880500
"2015-07-01";93,635712;14699300
"2015-07-02";94,044289;11053000
"2015-07-06";94,571426;11808300
"2015-07-07";94,091431;21573300
"2015-07-08";93,507141;12990600
"2015-07-09";95,727142;16731400
"2015-07-10";97,228569;21636300
"2015-07-13";101,087143;33205200
"2015-07-14";100,371429;19736500
"2015-07-15";98,129997;30898600
"2015-07-16";115,809998;63461000
"2015-07-17";114,769997;25136900
"2015-07-20";110,550003;22676900
"2015-07-21";112,510002;14085400
"2015-07-22";111,5;10500500
"2015-07-23";110,099998;8306800
"2015-07-24";109,339996;8125100
"2015-07-27";106,43;11302600
"2015-07-28";106,900002;11155900
"2015-07-29";107,080002;6695600
"2015-07-30";111,559998;14229200
"2015-07-31";114,309998;16349100
"2015-08-03";112,559998;10144800
"2015-08-04";121,150002;29653300
"2015-08-05";123,709999;26946500
"2015-08-06";126,449997;24716700
"2015-08-07";123,519997;17360700
"2015-08-10";123,029999;13424600
"2015-08-11";122,739998;11596800
"2015-08-12";120,510002;13822500
"2015-08-13";123,730003;15284400
"2015-08-14";123,389999;8667700
"2015-08-17";125,360001;9233800
"2015-08-18";124,050003;9382000
"2015-08-19";122,059998;10115300
"2015-08-20";112,489998;28045300
"2015-08-21";103,959999;33228300
"2015-08-24";96,879997;59951900
"2015-08-25";101,519997;37620700
"2015-08-26";110,129997;36164600
"2015-08-27";117,660004;37056100
"2015-08-28";117,629997;20240200
"2015-08-31";115,029999;17005600
"2015-09-01";105,790001;35977100
"2015-09-02";105,440002;39843300
"2015-09-03";101,059998;29546700
"2015-09-04";98,790001;24212000
"2015-09-08";94,949997;43479700
"2015-09-09";99,18;35524400
"2015-09-10";99,480003;21031900
"2015-09-11";97,510002;17373900
"2015-09-14";95,690002;15546000
"2015-09-15";99,160004;22591100
"2015-09-16";104,080002;28058200
"2015-09-17";104,209999;25817700
"2015-09-18";102,620003;21715000
"2015-09-21";100,300003;17900600
"2015-09-22";98,470001;16717900
"2015-09-23";98,07;10264500
"2015-09-24";103,760002;21274500
"2015-09-25";102,239998;19066600
"2015-09-28";99,470001;17026600
"2015-09-29";98,349998;17405900
"2015-09-30";103,260002;17027600
"2015-10-01";105,980003;17426900
"2015-10-02";106,110001;21526700
"2015-10-05";111,25;21157900
"2015-10-06";108,330002;20629800
"2015-10-07";108,099998;12329500
"2015-10-08";114,93;42831900
"2015-10-09";113,330002;22455200
"2015-10-12";113,449997;12624500
"2015-10-13";109,730003;17512100
"2015-10-14";110,230003;33231500
"2015-10-15";101,089996;48484300
"2015-10-16";98,989998;21340500
"2015-10-19";101,690002;29964700
"2015-10-20";98,989998;17345600
"2015-10-21";97,959999;13728500
"2015-10-22";97,32;12786800
"2015-10-23";100,040001;18019900
"2015-10-26";103,040001;12234800
"2015-10-27";103,07;12066400
"2015-10-28";105,800003;13094000
"2015-10-29";105,120003;9841400
"2015-10-30";108,379997;15571500
"2015-11-02";107,639999;11784600
"2015-11-03";109,739998;12484100
"2015-11-04";114,050003;17505000
"2015-11-05";113,5;13814900
"2015-11-06";114,059998;10936600
"2015-11-09";109,860001;16154600
"2015-11-10";112,699997;11166400
"2015-11-11";112,860001;11039200
"2015-11-12";108,919998;17568200
"2015-11-13";103,650002;18819400
"2015-11-16";111,349998;19866200
"2015-11-17";117,099998;33016300
"2015-11-18";120,629997;23353600
"2015-11-19";120,220001;19253200
"2015-11-20";123,839996;17977000
"2015-11-23";125,029999;15727000
"2015-11-24";123,309998;18335300
"2015-11-25";124,160004;10980700
"2015-11-27";125,440002;6645500
"2015-11-30";123,330002;13894000
"2015-12-01";125,370003;12550800
"2015-12-02";128,929993;24105700
"2015-12-03";126,809998;26647300
"2015-12-04";130,929993;20250400
"2015-12-07";125,360001;23351600
"2015-12-08";126,980003;18591100
"2015-12-09";124,199997;17788800
"2015-12-10";122,910004;13474100
"2015-12-11";118,910004;16105300
"2015-12-14";120,669998;18679300
"2015-12-15";118,599998;11760000
"2015-12-16";122,639999;13181000
"2015-12-17";122,510002;17284900
"2015-12-18";118,019997;17948100
"2015-12-21";116,629997;11670000
"2015-12-22";116,239998;9689000
"2015-12-23";118,160004;9324300
"2015-12-24";117,330002;3531300
"2015-12-28";117,110001;8424300
"2015-12-29";119,120003;8159200
"2015-12-30";116,709999;8149700
"2015-12-31";114,379997;9273000
"2016-01-04";109,959999;20794800
"2016-01-05";107,660004;17664600
"2016-01-06";117,68;33045700
"2016-01-07";114,559998;33636700
"2016-01-08";111,389999;18067100
"2016-01-11";114,970001;21920400
"2016-01-12";116,580002;15133500
"2016-01-13";106,559998;24921600
"2016-01-14";107,059998;23664800
"2016-01-15";104,040001;19775100
"2016-01-19";107,889999;35722800
"2016-01-20";107,739998;53009400
"2016-01-21";102,349998;31027500
"2016-01-22";100,720001;26821800
"2016-01-25";99,120003;20321100
"2016-01-26";97,830002;22083900
"2016-01-27";91,150002;25556200
"2016-01-28";94,410004;24562300
"2016-01-29";91,839996;20463900
"2016-02-01";94,089996;19684500
"2016-02-02";91,489998;21906500
"2016-02-03";90,739998;27466000
"2016-02-04";89,709999;19108600
"2016-02-05";82,790001;25929300
"2016-02-08";83,32;25035600
"2016-02-09";86,129997;25892900
"2016-02-10";88,449997;23146500
"2016-02-11";86,349998;21820300
"2016-02-12";87,400002;19067700
"2016-02-16";89,050003;16356600
"2016-02-17";94,760002;18323800
"2016-02-18";90,489998;17695300
"2016-02-19";89,230003;14259200
"2016-02-22";91,93;16321800
"2016-02-23";89,120003;12744400
"2016-02-24";91,610001;15972800
"2016-02-25";94,529999;17898800
"2016-02-26";94,790001;16975200
"2016-02-29";93,410004;13663100
"2016-03-01";98,300003;17048800
"2016-03-02";97,610001;19102800
"2016-03-03";97,93;15320900
"2016-03-04";101,580002;23414600
"2016-03-07";95,489998;23855200
"2016-03-08";96,230003;14797000
"2016-03-09";98;12298700
"2016-03-10";97,360001;17002100
"2016-03-11";97,660004;15114300
"2016-03-14";98,129997;11251900
"2016-03-15";97,860001;9691800
"2016-03-16";99,349998;12630500
"2016-03-17";99,720001;13825000
"2016-03-18";101,120003;15453500
"2016-03-21";101,059998;9578500
"2016-03-22";99,839996;9069900
"2016-03-23";99,589996;8313500
"2016-03-24";98,360001;10671100
"2016-03-28";101,209999;12432200
"2016-03-29";104,129997;16008900
"2016-03-30";102,190002;14705000
"2016-03-31";102,230003;9747500
"2016-04-01";105,699997;14182400
"2016-04-04";104,349998;10940400
"2016-04-05";104,940002;10060900
"2016-04-06";104,830002;9605800
"2016-04-07";104,449997;10774900
"2016-04-08";103,809998;7857600
"2016-04-11";102,68;7451300
"2016-04-12";106,980003;12437000
"2016-04-13";109,650002;16701700
"2016-04-14";110,419998;9553700
"2016-04-15";111,510002;11746100
"2016-04-18";108,400002;32816400
"2016-04-19";94,339996;55728800
"2016-04-20";96,769997;26613500
"2016-04-21";94,980003;19919400
"2016-04-22";95,900002;15806300
"2016-04-25";93,559998;14985400
"2016-04-26";92,43;15330900
"2016-04-27";91,040001;12218900
"2016-04-28";90,279999;11474900
"2016-04-29";90,029999;13968000
"2016-05-02";93,110001;12547000
"2016-05-03";91,540001;10593900
"2016-05-04";90,790001;7394700
"2016-05-05";89,370003;10368500
"2016-05-06";90,839996;10433900
"2016-05-09";90,540001;9543700
"2016-05-10";92,889999;11175900
"2016-05-11";90,019997;11692900
"2016-05-12";87,739998;20408100
"2016-05-13";87,879997;11571400
"2016-05-16";89,120003;11247800
"2016-05-17";88,629997;11571300
"2016-05-18";90,5;13911800
"2016-05-19";89,550003;11450300
"2016-05-20";92,489998;15063000
"2016-05-23";94,889999;13992300
"2016-05-24";97,889999;21246000
"2016-05-25";100,199997;15142900
"2016-05-26";102,809998;17824700
"2016-05-27";103,300003;9092100
"2016-05-31";102,57;8725700
"2016-06-01";101,510002;8393400
"2016-06-02";101,25;7992400
"2016-06-03";99,589996;9224000
"2016-06-06";100,739998;6828100
"2016-06-07";99,889999;6474700
"2016-06-08";97,860001;9423900
"2016-06-09";97,089996;8923800
"2016-06-10";93,75;12907900
"2016-06-13";93,849998;13484300
"2016-06-14";94,120003;9480400
"2016-06-15";94,290001;7675400
"2016-06-16";95,440002;7550800
"2016-06-17";94,449997;8046800
"2016-06-20";93,800003;9026400
"2016-06-21";90,989998;15199700
"2016-06-22";90,010002;9454700
"2016-06-23";91,660004;10819000
"2016-06-24";88,440002;11248600
"2016-06-27";85,330002;13730500
"2016-06-28";87,970001;11545600
"2016-06-29";91,059998;11687100
"2016-06-30";91,480003;9099000
"2016-07-01";96,669998;16167200
"2016-07-05";97,910004;25879400
"2016-07-06";94,599998;16301200
"2016-07-07";95,099998;9913500
"2016-07-08";97,059998;8335400
"2016-07-11";94,669998;13276200
"2016-07-12";95,970001;11617400
"2016-07-13";96,43;8768900
"2016-07-14";98,019997;9885000
"2016-07-15";98,389999;9041900
"2016-07-18";98,809998;28669700
"2016-07-19";85,839996;55681200
"2016-07-20";87,910004;23525100
"2016-07-21";85,989998;16084000
"2016-07-22";85,889999;11363900
"2016-07-25";87,660004;14135000
"2016-07-26";91,410004;19577600
"2016-07-27";92,040001;8727500
"2016-07-28";91,650002;6227700
"2016-07-29";91,25;6960200
"2016-08-01";94,370003;10666900
"2016-08-02";93,559998;9836200
"2016-08-03";93,099998;7030900
"2016-08-04";93,440002;6043400
"2016-08-05";97,029999;18364800
"2016-08-08";95,110001;10135400
"2016-08-09";93,989998;9175400
"2016-08-10";93,93;6511100
"2016-08-11";95,889999;8547700
"2016-08-12";96,589996;6592900
"2016-08-15";95,309998;7304600
"2016-08-16";95,120003;6311300
"2016-08-17";96,370003;8315600
"2016-08-18";96,160004;7252600
"2016-08-19";95,870003;6942900
"2016-08-22";95,260002;5830500
"2016-08-23";95,940002;5239100
"2016-08-24";95,18;6276500
"2016-08-25";97,32;10823100
"2016-08-26";97,580002;6617600
"2016-08-29";97,300003;8008400
"2016-08-30";97,449997;6093500
"2016-08-31";97,449997;4690600
"2016-09-01";97,379997;4148600
"2016-09-02";97,379997;4247200
"2016-09-06";100,089996;9036100
"2016-09-07";99,150002;6468500
"2016-09-08";99,660004;5201200
"2016-09-09";96,5;7373300
"2016-09-12";99,050003;7718400
"2016-09-13";96,089996;11788100
"2016-09-14";97,010002;8481000
"2016-09-15";97,339996;5293500
"2016-09-16";99,480003;9445100
"2016-09-19";98,059998;8616200
"2016-09-20";98,25;4736800
"2016-09-21";94,879997;20042200
"2016-09-22";95,830002;11215000
"2016-09-23";95,940002;6179500
"2016-09-26";94,559998;6739200
"2016-09-27";97,07;9680100
"2016-09-28";97,480003;7235100
"2016-09-29";96,669998;6217600
"2016-09-30";98,550003;9807900
"2016-10-03";102,629997;15344500
"2016-10-04";102,339996;12143100
"2016-10-05";106,279999;12942900
"2016-10-06";105,07;6587700
"2016-10-07";104,82;8659500
"2016-10-10";103,330002;6699700
"2016-10-11";100,589996;9032900
"2016-10-12";99,5;7426500
"2016-10-13";100,230003;8319300
"2016-10-14";101,470001;9531100
"2016-10-17";99,800003;26589500
"2016-10-18";118,790001;42168200
"2016-10-19";121,870003;21981700
"2016-10-20";123,349998;14492800
"2016-10-21";127,5;18832400
"2016-10-24";127,330002;15980700
"2016-10-25";126,510002;8253900
"2016-10-26";126,970001;8602400
"2016-10-27";126,470001;6914200
"2016-10-28";126,57;7077300
"2016-10-31";124,870003;6517500
"2016-11-01";123,300003;6978600
"2016-11-02";122,339996;4816500
"2016-11-03";122,139999;5041300
